import time: self [us] | cumulative | imported package
import time:       278 |        524 |                               nltk.parse.corenlp
import time:       410 |        410 |                                 nltk.parse.featurechart
import time:       442 |        852 |                               nltk.parse.earleychart
import time:       105 |        105 |                               nltk.parse.evaluate
import time:       303 |        303 |                                   nltk.parse.pchart
import time:       118 |        420 |                                 nltk.parse.util
import time:       160 |        580 |                               nltk.parse.malt
import time:       254 |        254 |                               nltk.parse.nonprojectivedependencyparser
import time:       274 |        274 |                               nltk.parse.projectivedependencyparser
import time:       197 |        197 |                               nltk.parse.recursivedescent
import time:       214 |        214 |                               nltk.parse.shiftreduce
import time:       696 |        696 |                                   sklearn.datasets._base
import time:       223 |        223 |                                   sklearn.datasets._california_housing
import time:       206 |        206 |                                   sklearn.datasets._covtype
import time:       219 |        219 |                                   sklearn.datasets._kddcup99
import time:       228 |        228 |                                   sklearn.datasets._lfw
import time:        80 |         80 |                                             scipy.io.matlab._byteordercodes
import time:       269 |        349 |                                           scipy.io.matlab._miobase
import time:       321 |        321 |                                             scipy.io.matlab._mio_utils
import time:       292 |        613 |                                           scipy.io.matlab._mio4
import time:       184 |        184 |                                               scipy.io.matlab._streams
import time:       247 |        247 |                                               scipy.io.matlab._mio5_params
import time:       277 |        707 |                                             scipy.io.matlab._mio5_utils
import time:       403 |       1110 |                                           scipy.io.matlab._mio5
import time:       335 |       2405 |                                         scipy.io.matlab._mio
import time:        88 |         88 |                                         scipy.io.matlab.mio
import time:        72 |         72 |                                         scipy.io.matlab.mio5
import time:        68 |         68 |                                         scipy.io.matlab.mio5_params
import time:       126 |        126 |                                         scipy.io.matlab.mio4
import time:        74 |         74 |                                         scipy.io.matlab.byteordercodes
import time:        68 |         68 |                                         scipy.io.matlab.miobase
import time:        70 |         70 |                                         scipy.io.matlab.mio_utils
import time:       112 |        112 |                                         scipy.io.matlab.streams
import time:        72 |         72 |                                         scipy.io.matlab.mio5_utils
import time:       258 |       3406 |                                       scipy.io.matlab
import time:       423 |        423 |                                       scipy.io._netcdf
import time:       149 |        149 |                                       scipy.io._fortran
import time:       237 |        237 |                                         scipy.io._mmio
import time:       233 |        469 |                                       scipy.io._fast_matrix_market
import time:       240 |        240 |                                       scipy.io._idl
import time:       290 |        290 |                                           scipy.io._harwell_boeing._fortran_format_parser
import time:       275 |        565 |                                         scipy.io._harwell_boeing.hb
import time:        91 |        655 |                                       scipy.io._harwell_boeing
import time:       854 |        854 |                                         scipy.io.arff._arffread
import time:        78 |         78 |                                         scipy.io.arff.arffread
import time:       121 |       1052 |                                       scipy.io.arff
import time:        70 |         70 |                                       scipy.io.harwell_boeing
import time:        87 |         87 |                                       scipy.io.idl
import time:        71 |         71 |                                       scipy.io.mmio
import time:        67 |         67 |                                       scipy.io.netcdf
import time:      2624 |       2624 |                                       scipy.io.wavfile
import time:       372 |       9680 |                                     scipy.io
import time:       188 |       9868 |                                   sklearn.datasets._olivetti_faces
import time:      1696 |       1696 |                                       sklearn.externals._arff
import time:       233 |       1928 |                                     sklearn.datasets._arff_parser
import time:       918 |       2845 |                                   sklearn.datasets._openml
import time:       297 |        297 |                                       sklearn.datasets._svmlight_format_fast
import time:       443 |        739 |                                     sklearn.datasets._svmlight_format_io
import time:       230 |        968 |                                   sklearn.datasets._rcv1
import time:       605 |        605 |                                   sklearn.datasets._samples_generator
import time:       194 |        194 |                                   sklearn.datasets._species_distributions
import time:       381 |        381 |                                   sklearn.datasets._twenty_newsgroups
import time:       298 |      16726 |                                 sklearn.datasets
import time:       267 |      16992 |                               nltk.parse.transitionparser
import time:       148 |        148 |                               nltk.parse.viterbi
import time:       254 |      21337 |                             nltk.parse
import time:       199 |      85447 |                           nltk.chunk.api
import time:       235 |        235 |                           nltk.chunk.named_entity
import time:       704 |        704 |                           nltk.chunk.regexp
import time:       151 |      86535 |                         nltk.chunk
import time:       441 |        441 |                           nltk.inference.api
import time:       255 |        255 |                               nltk.inference.prover9
import time:       191 |        446 |                             nltk.inference.mace
import time:       309 |        309 |                               nltk.sem.linearlogic
import time:       393 |        702 |                             nltk.sem.glue
import time:       285 |       1432 |                           nltk.inference.discourse
import time:       318 |        318 |                           nltk.inference.resolution
import time:       328 |        328 |                           nltk.inference.tableau
import time:       140 |       2657 |                         nltk.inference
import time:       302 |        302 |                           nltk.translate.api
import time:       193 |        193 |                           nltk.translate.ibm_model
import time:       130 |        130 |                           nltk.translate.ibm1
import time:       144 |        144 |                           nltk.translate.ibm2
import time:       163 |        163 |                           nltk.translate.ibm3
import time:       190 |        190 |                           nltk.translate.ibm4
import time:       287 |        287 |                           nltk.translate.ibm5
import time:       215 |        215 |                           nltk.translate.bleu_score
import time:       103 |        103 |                           nltk.translate.ribes_score
import time:       329 |        329 |                                     nltk.corpus.reader.util
import time:       307 |        635 |                                   nltk.corpus.reader.api
import time:       252 |        887 |                                 nltk.corpus.reader.plaintext
import time:       216 |        216 |                                   nltk.corpus.reader.timit
import time:       217 |        432 |                                 nltk.corpus.reader.tagged
import time:       113 |        113 |                                 nltk.corpus.reader.cmudict
import time:       276 |        276 |                                 nltk.corpus.reader.conll
import time:       879 |        879 |                                   nltk.corpus.reader.bracket_parse
import time:       179 |       1057 |                                 nltk.corpus.reader.chunked
import time:       319 |        319 |                                 nltk.corpus.reader.wordlist
import time:      1227 |       1227 |                                 nltk.corpus.reader.xmldocs
import time:       120 |        120 |                                 nltk.corpus.reader.ppattach
import time:       170 |        170 |                                 nltk.corpus.reader.senseval
import time:       143 |        143 |                                 nltk.corpus.reader.ieer
import time:       533 |        533 |                                 nltk.corpus.reader.sinica_treebank
import time:       148 |        148 |                                 nltk.corpus.reader.indian
import time:       367 |        367 |                                   nltk.toolbox
import time:       123 |        489 |                                 nltk.corpus.reader.toolbox
import time:       226 |        226 |                                 nltk.corpus.reader.ycoe
import time:       122 |        122 |                                 nltk.corpus.reader.rte
import time:       106 |        106 |                                 nltk.corpus.reader.string_category
import time:       439 |        439 |                                 nltk.corpus.reader.propbank
import time:       554 |        554 |                                 nltk.corpus.reader.verbnet
import time:       170 |        170 |                                 nltk.corpus.reader.bnc
import time:       130 |        130 |                                 nltk.corpus.reader.nps_chat
import time:       836 |        836 |                                 nltk.corpus.reader.wordnet
import time:       267 |        267 |                                 nltk.corpus.reader.switchboard
import time:       149 |        149 |                                 nltk.corpus.reader.dependency
import time:       212 |        212 |                                 nltk.corpus.reader.nombank
import time:       246 |        246 |                                 nltk.corpus.reader.ipipan
import time:      1640 |       1640 |                                 nltk.corpus.reader.pl196x
import time:       132 |        132 |                                 nltk.corpus.reader.knbc
import time:       160 |        160 |                                 nltk.corpus.reader.chasen
import time:       194 |        194 |                                 nltk.corpus.reader.childes
import time:       181 |        181 |                                 nltk.corpus.reader.aligned
import time:       263 |        263 |                                 nltk.corpus.reader.lin
import time:       179 |        179 |                                 nltk.corpus.reader.semcor
import time:      1049 |       1049 |                                 nltk.corpus.reader.framenet
import time:       123 |        123 |                                 nltk.corpus.reader.udhr
import time:       170 |        170 |                                 nltk.corpus.reader.sentiwordnet
import time:       121 |        121 |                                 nltk.corpus.reader.twitter
import time:       256 |        256 |                                 nltk.corpus.reader.nkjp
import time:       135 |        135 |                                 nltk.corpus.reader.crubadan
import time:       260 |        260 |                                 nltk.corpus.reader.mte
import time:       658 |        658 |                                 nltk.corpus.reader.reviews
import time:       140 |        140 |                                 nltk.corpus.reader.opinion_lexicon
import time:       115 |        115 |                                 nltk.corpus.reader.pros_cons
import time:       113 |        113 |                                 nltk.corpus.reader.categorized_sents
import time:       570 |        570 |                                 nltk.corpus.reader.comparative_sents
import time:       146 |        146 |                                 nltk.corpus.reader.panlex_lite
import time:       274 |        274 |                                 nltk.corpus.reader.panlex_swadesh
import time:       188 |        188 |                                 nltk.corpus.reader.bcp47
import time:       851 |      17263 |                               nltk.corpus.reader
import time:       155 |        155 |                               nltk.corpus.util
import time:       389 |      17807 |                             nltk.corpus
import time:       149 |        149 |                                 nltk.stem.api
import time:       174 |        174 |                                 nltk.stem.arlstem
import time:       186 |        186 |                                 nltk.stem.arlstem2
import time:       741 |        741 |                                 nltk.stem.cistem
import time:       200 |        200 |                                 nltk.stem.isri
import time:       173 |        173 |                                 nltk.stem.lancaster
import time:       271 |        271 |                                 nltk.stem.porter
import time:       126 |        126 |                                 nltk.stem.regexp
import time:       138 |        138 |                                 nltk.stem.rslp
import time:        80 |         80 |                                   nltk.stem.util
import time:      2363 |       2442 |                                 nltk.stem.snowball
import time:        99 |         99 |                                 nltk.stem.wordnet
import time:       287 |       4982 |                               nltk.stem
import time:        26 |       5007 |                             nltk.stem.api
import time:       417 |      23229 |                           nltk.translate.meteor_score
import time:        84 |         84 |                           nltk.translate.metrics
import time:       178 |        178 |                           nltk.translate.stack_decoder
import time:       111 |        111 |                           nltk.translate.nist_score
import time:        91 |         91 |                           nltk.translate.chrf_score
import time:        68 |         68 |                             norm
import time:       140 |        207 |                           nltk.translate.gale_church
import time:        94 |         94 |                           nltk.translate.gdfa
import time:        86 |         86 |                           nltk.translate.gleu_score
import time:        83 |         83 |                           nltk.translate.phrase_based
import time:       344 |      26227 |                         nltk.translate
import time:       103 |        103 |                         nltk.lazyimport
import time:       104 |        104 |                               nltk.cluster.api
import time:       255 |        358 |                             nltk.cluster.util
import time:       178 |        536 |                           nltk.cluster.em
import time:       149 |        149 |                           nltk.cluster.gaac
import time:       236 |        236 |                           nltk.cluster.kmeans
import time:       122 |       1042 |                         nltk.cluster
import time:       101 |        101 |                             tkinter.commondialog
import time:       126 |        226 |                           tkinter.messagebox
import time:       120 |        120 |                                       tkinter.dialog
import time:       319 |        319 |                                       tkinter.simpledialog
import time:       383 |        821 |                                     tkinter.filedialog
import time:       838 |       1659 |                                   nltk.draw.util
import time:       442 |       2100 |                                 nltk.draw.tree
import time:      1000 |       3099 |                               nltk.draw.cfg
import time:       364 |        364 |                               nltk.draw.table
import time:       137 |        137 |                               nltk.draw.dispersion
import time:       146 |       3745 |                             nltk.draw
import time:        27 |       3772 |                           nltk.draw.table
import time:       905 |       4902 |                         nltk.downloader
import time:       313 |        313 |                               nltk.ccg.api
import time:       233 |        545 |                             nltk.ccg.combinator
import time:       872 |        872 |                             nltk.ccg.lexicon
import time:       121 |        121 |                             nltk.ccg.logic
import time:       486 |       2022 |                           nltk.ccg.chart
import time:       123 |       2144 |                         nltk.ccg
import time:       109 |        109 |                         nltk.help
import time:       161 |        161 |                           nltk.misc.babelfish
import time:       107 |        107 |                           nltk.misc.chomsky
import time:       110 |        110 |                           nltk.misc.minimalset
import time:       102 |        102 |                           nltk.misc.wordfinder
import time:       127 |        605 |                         nltk.misc
import time:        79 |         79 |                         nltk.wsd
import time:       634 |     175977 |                       nltk
import time:       178 |        178 |                       textblob.base
import time:       134 |        134 |                         textblob.exceptions
import time:       111 |        245 |                       textblob.decorators
import time:      4419 |       4419 |                         textblob._text
import time:       284 |       4702 |                       textblob.en
import time:      4409 |       4409 |                         textblob.en.inflect
import time:       193 |       4601 |                       textblob.inflect
import time:       226 |        226 |                       textblob.mixins
import time:       136 |        136 |                             textblob.en.taggers
import time:        90 |        225 |                           textblob.taggers
import time:       189 |        189 |                           textblob.utils
import time:       252 |        665 |                         textblob.en.np_extractors
import time:       120 |        785 |                       textblob.np_extractors
import time:        87 |         87 |                         textblob.en.parsers
import time:        91 |        177 |                       textblob.parsers
import time:       138 |        138 |                           textblob.tokenizers
import time:       316 |        454 |                         textblob.en.sentiments
import time:       104 |        557 |                       textblob.sentiments
import time:       539 |     187983 |                     textblob.blob
import time:       145 |     188128 |                   textblob
import time:      4475 |       4475 |                   grant_ai.models.organization
import time:       367 |     195538 |                 grant_ai.ai.grant_relevance_scorer
import time:        69 |         69 |                   grant_ai.services
import time:       173 |        173 |                   grant_ai.core.exceptions
import time:       618 |        618 |                         urllib3.exceptions
import time:       234 |        234 |                                 urllib3.util.timeout
import time:       306 |        540 |                               urllib3.util.connection
import time:        80 |         80 |                                 urllib3.util.util
import time:        64 |         64 |                                 brotlicffi
import time:        52 |         52 |                                 brotli
import time:        49 |         49 |                                 zstandard
import time:       389 |        632 |                               urllib3.util.request
import time:       101 |        101 |                               urllib3.util.response
import time:       361 |        361 |                               urllib3.util.retry
import time:      7683 |       7683 |                                 urllib3.util.url
import time:       223 |        223 |                                 urllib3.util.ssltransport
import time:       267 |       8171 |                               urllib3.util.ssl_
import time:       105 |        105 |                               urllib3.util.wait
import time:       171 |      10077 |                             urllib3.util
import time:        23 |      10100 |                           urllib3.util.connection
import time:       471 |      10570 |                         urllib3._base_connection
import time:       476 |        476 |                         urllib3._collections
import time:        85 |         85 |                         urllib3._version
import time:        62 |         62 |                                   _winapi
import time:        50 |         50 |                                   winreg
import time:       233 |        343 |                                 mimetypes
import time:       174 |        517 |                               urllib3.fields
import time:       170 |        686 |                             urllib3.filepost
import time:        61 |         61 |                               brotlicffi
import time:        49 |         49 |                               brotli
import time:        48 |         48 |                               zstandard
import time:       105 |        105 |                                 urllib3.http2
import time:       145 |        145 |                                 urllib3.http2.probe
import time:       119 |        119 |                                 urllib3.util.ssl_match_hostname
import time:       555 |        922 |                               urllib3.connection
import time:       538 |       1617 |                             urllib3.response
import time:       283 |       2584 |                           urllib3._request_methods
import time:        86 |         86 |                           urllib3.util.proxy
import time:       341 |       3011 |                         urllib3.connectionpool
import time:       797 |        797 |                         urllib3.poolmanager
import time:       297 |      15850 |                       urllib3
import time:        49 |         49 |                           simplejson
import time:      2137 |       2137 |                           http.cookiejar
import time:       874 |        874 |                           http.cookies
import time:       219 |       3277 |                         requests.compat
import time:       458 |       3735 |                       requests.exceptions
import time:        66 |         66 |                       chardet
import time:       590 |        590 |                             idna.idnadata
import time:       115 |        115 |                             idna.intranges
import time:       524 |       1228 |                           idna.core
import time:        73 |         73 |                           idna.package_data
import time:       149 |       1450 |                         idna
import time:      1384 |       2834 |                       requests.packages
import time:       185 |        185 |                             certifi.core
import time:       115 |        300 |                           certifi
import time:        74 |        373 |                         requests.certs
import time:        70 |         70 |                         requests.__version__
import time:       296 |        296 |                         requests._internal_utils
import time:       246 |        246 |                         requests.cookies
import time:       134 |        134 |                         requests.structures
import time:        67 |         67 |                             importlib.resources._itertools
import time:       207 |        274 |                           importlib.resources.readers
import time:        87 |        360 |                         importlib.readers
import time:       515 |       1990 |                       requests.utils
import time:       246 |        246 |                             requests.auth
import time:       239 |        239 |                                 stringprep
import time:       187 |        426 |                               encodings.idna
import time:        79 |         79 |                               requests.hooks
import time:       312 |        312 |                               requests.status_codes
import time:       326 |       1142 |                             requests.models
import time:        82 |         82 |                               urllib3.contrib
import time:       381 |        381 |                               socks
import time:       352 |        814 |                             urllib3.contrib.socks
import time:     21570 |      23770 |                           requests.adapters
import time:       257 |      24027 |                         requests.sessions
import time:       124 |      24151 |                       requests.api
import time:       268 |      48890 |                     requests
import time:       609 |        609 |                             bs4._typing
import time:      1493 |       1493 |                               soupsieve.__meta__
import time:       288 |        288 |                                 soupsieve.util
import time:      1125 |       1125 |                                     soupsieve.pretty
import time:       408 |       1532 |                                   soupsieve.css_types
import time:      1695 |       3226 |                                 soupsieve.css_match
import time:     25052 |      28565 |                               soupsieve.css_parser
import time:       260 |      30318 |                             soupsieve
import time:      1156 |      32081 |                           bs4.css
import time:       143 |        143 |                           bs4._deprecation
import time:        71 |         71 |                               cchardet
import time:        51 |         51 |                               chardet
import time:     17340 |      17461 |                             bs4.dammit
import time:       237 |      17697 |                           bs4.formatter
import time:       191 |        191 |                           bs4._warnings
import time:       358 |        358 |                           bs4.filter
import time:      1299 |      51767 |                         bs4.element
import time:       130 |        130 |                         bs4.exceptions
import time:       363 |        363 |                             _markupbase
import time:      1149 |       1511 |                           html.parser
import time:       274 |       1785 |                         bs4.builder._htmlparser
import time:        58 |         58 |                           html5lib
import time:       222 |        280 |                         bs4.builder._html5lib
import time:       118 |        118 |                           lxml
import time:        65 |         65 |                             backports_abc
import time:        60 |         60 |                               backports_abc
import time:        25 |         25 |                               lxml.re
import time:       904 |        988 |                             lxml._elementpath
import time:        64 |         64 |                             rnc2rng
import time:      3481 |       4597 |                           lxml.etree
import time:       276 |       4990 |                         bs4.builder._lxml
import time:       644 |      59593 |                       bs4.builder
import time:      4201 |      63793 |                     bs4
import time:       133 |        133 |                     grant_ai.services.rate_limiter
import time:       298 |     113113 |                   grant_ai.services.robust_scraper
import time:       378 |     113732 |                 grant_ai.services.grant_monitoring
import time:       233 |        233 |                     grant_ai.config
import time:       222 |        454 |                   grant_ai.utils
import time:       206 |        660 |                 grant_ai.utils.generate_sample_data
import time:       673 |    1021038 |               grant_ai.cli.ai_commands
import time:       149 |        149 |                     rich._extension
import time:       240 |        388 |                   rich
import time:       230 |        230 |                     termios
import time:       131 |        361 |                   getpass
import time:       204 |        204 |                   rich._null_file
import time:       247 |        247 |                   rich.errors
import time:       102 |        102 |                           colorsys
import time:       257 |        257 |                               rich.color_triplet
import time:       148 |        404 |                             rich.palette
import time:       105 |        508 |                           rich._palettes
import time:       256 |        256 |                           rich.repr
import time:       141 |        141 |                           rich.terminal_theme
import time:       811 |       1817 |                         rich.color
import time:       523 |       2340 |                       rich.style
import time:       494 |       2833 |                     rich.default_styles
import time:      1142 |       1142 |                       configparser
import time:       208 |       1350 |                     rich.theme
import time:       113 |       4295 |                   rich.themes
import time:      2010 |       2010 |                     rich._emoji_codes
import time:       230 |       2239 |                   rich._emoji_replace
import time:        77 |         77 |                   rich._export_format
import time:        71 |         71 |                   rich._fileno
import time:       143 |        143 |                       rich._loop
import time:        77 |         77 |                       rich._pick
import time:       116 |        116 |                           rich._cell_widths
import time:       272 |        387 |                         rich.cells
import time:       135 |        522 |                       rich._wrap
import time:       856 |        856 |                             rich.segment
import time:       209 |       1064 |                           rich.jupyter
import time:        79 |         79 |                             rich.protocol
import time:       245 |        323 |                           rich.measure
import time:       117 |       1504 |                         rich.constrain
import time:       214 |       1717 |                       rich.align
import time:       283 |        283 |                       rich.containers
import time:       287 |        287 |                       rich.control
import time:       182 |        182 |                       rich.emoji
import time:       977 |       4185 |                     rich.text
import time:       193 |       4378 |                   rich._log_render
import time:       221 |        221 |                   rich.highlighter
import time:       491 |        491 |                   rich.markup
import time:       115 |        115 |                   rich.pager
import time:       113 |        113 |                         attr._compat
import time:        69 |         69 |                           attr._config
import time:       165 |        165 |                             attr.exceptions
import time:        98 |        263 |                           attr.setters
import time:      2382 |       2712 |                         attr._make
import time:       253 |       3077 |                       attr.converters
import time:       104 |        104 |                       attr.filters
import time:      3789 |       3789 |                       attr.validators
import time:       111 |        111 |                       attr._cmp
import time:       117 |        117 |                       attr._funcs
import time:       115 |        115 |                       attr._next_gen
import time:       448 |        448 |                       attr._version_info
import time:       323 |       8081 |                     attr
import time:       101 |        101 |                     rich.abc
import time:      1462 |       9643 |                   rich.pretty
import time:       188 |        188 |                   rich.region
import time:       223 |        223 |                       rich.box
import time:       171 |        171 |                       rich.padding
import time:       213 |        606 |                     rich.panel
import time:       285 |        285 |                       rich._ratio
import time:      1454 |       1739 |                     rich.table
import time:       133 |       2477 |                   rich.scope
import time:       112 |        112 |                   rich.screen
import time:       101 |        101 |                   rich.styled
import time:      2473 |      28072 |                 rich.console
import time:        88 |         88 |                   rich.filesize
import time:       444 |        444 |                       rich.ansi
import time:       126 |        570 |                     rich.file_proxy
import time:       131 |        131 |                     rich.live_render
import time:       220 |        920 |                   rich.live
import time:       160 |        160 |                   rich.progress_bar
import time:       259 |        259 |                     rich._spinners
import time:       156 |        414 |                   rich.spinner
import time:      1454 |       3035 |                 rich.progress
import time:       383 |        383 |                 rich.prompt
import time:        68 |         68 |                   docx
import time:        51 |         51 |                   openai
import time:        48 |         48 |                   anthropic
import time:       307 |        473 |                 grant_ai.services.ai_grant_writing
import time:       517 |      32477 |               grant_ai.cli.ai_writing_commands
import time:       679 |        679 |                 grant_ai.ai.grant_success_predictor
import time:        68 |         68 |                   grant_ai.analytics
import time:       339 |        339 |                     sklearn.cluster._affinity_propagation
import time:       329 |        329 |                       sklearn.utils._fast_dict
import time:       118 |        118 |                       sklearn.utils.graph
import time:       309 |        309 |                       sklearn.cluster._hierarchical_fast
import time:       114 |        114 |                       sklearn.cluster._feature_agglomeration
import time:       594 |       1461 |                     sklearn.cluster._agglomerative
import time:       255 |        255 |                         sklearn.cluster._k_means_common
import time:       251 |        251 |                         sklearn.cluster._k_means_elkan
import time:       228 |        228 |                         sklearn.cluster._k_means_lloyd
import time:       199 |        199 |                         sklearn.cluster._k_means_minibatch
import time:       877 |       1809 |                       sklearn.cluster._kmeans
import time:       383 |       2192 |                     sklearn.cluster._bicluster
import time:       340 |        340 |                     sklearn.cluster._birch
import time:       305 |        305 |                     sklearn.cluster._bisect_k_means
import time:       167 |        167 |                       sklearn.cluster._dbscan_inner
import time:       264 |        431 |                     sklearn.cluster._dbscan
import time:        95 |         95 |                       sklearn.cluster._hdbscan
import time:       220 |        220 |                         sklearn.cluster._hdbscan._tree
import time:       216 |        436 |                       sklearn.cluster._hdbscan._linkage
import time:       206 |        206 |                       sklearn.cluster._hdbscan._reachability
import time:       488 |       1223 |                     sklearn.cluster._hdbscan.hdbscan
import time:       308 |        308 |                     sklearn.cluster._mean_shift
import time:       390 |        390 |                     sklearn.cluster._optics
import time:       303 |        303 |                           sklearn.manifold._isomap
import time:       329 |        329 |                           sklearn.manifold._locally_linear
import time:       199 |        199 |                               sklearn._isotonic
import time:       380 |        579 |                             sklearn.isotonic
import time:       252 |        830 |                           sklearn.manifold._mds
import time:       270 |        270 |                           sklearn.manifold._spectral_embedding
import time:       229 |        229 |                             sklearn.manifold._barnes_hut_tsne
import time:       169 |        169 |                             sklearn.manifold._utils
import time:       385 |        782 |                           sklearn.manifold._t_sne
import time:       148 |       2660 |                         sklearn.manifold
import time:        20 |       2679 |                       sklearn.manifold._spectral_embedding
import time:       267 |       2946 |                     sklearn.cluster._spectral
import time:       239 |      10170 |                   sklearn.cluster
import time:      1233 |      11470 |                 grant_ai.analytics.competitive_analysis
import time:       108 |        108 |                         packaging
import time:       106 |        106 |                         packaging._structures
import time:      1520 |       1733 |                       packaging.version
import time:       217 |        217 |                         matplotlib._api.deprecation
import time:       293 |        509 |                       matplotlib._api
import time:        66 |         66 |                       matplotlib._version
import time:       210 |        210 |                         shlex
import time:       378 |        378 |                         matplotlib._c_internal_utils
import time:       698 |       1285 |                       matplotlib.cbook
import time:       159 |        159 |                       matplotlib._docstring
import time:       276 |        276 |                           matplotlib.backends.registry
import time:        93 |        369 |                         matplotlib.backends
import time:       160 |        160 |                             PIL._version
import time:       171 |        331 |                           PIL
import time:      2803 |       2803 |                             PIL.ExifTags
import time:        86 |         86 |                               PIL._deprecate
import time:       353 |        438 |                             PIL.ImageMode
import time:       676 |        676 |                             PIL.TiffTags
import time:       106 |        106 |                             PIL._binary
import time:       220 |        220 |                               PIL._typing
import time:       105 |        325 |                             PIL._util
import time:       162 |        162 |                                   xml.parsers
import time:       124 |        285 |                                 xml.parsers.expat
import time:       249 |        533 |                               defusedxml.common
import time:       152 |        685 |                             defusedxml
import time:         3 |          3 |                               _elementtree
import time:       740 |        743 |                             defusedxml.ElementTree
import time:      1064 |       1064 |                             PIL._imaging
import time:      2477 |       9313 |                           PIL.Image
import time:       113 |        113 |                             PIL.ImageChops
import time:       521 |        521 |                             PIL.ImageFile
import time:       124 |        124 |                               PIL.GimpGradientFile
import time:        96 |         96 |                               PIL.GimpPaletteFile
import time:       178 |        178 |                               PIL.ImageColor
import time:        86 |         86 |                               PIL.PaletteFile
import time:       255 |        737 |                             PIL.ImagePalette
import time:       113 |        113 |                             PIL.ImageSequence
import time:      1028 |       2509 |                           PIL.PngImagePlugin
import time:       424 |        424 |                           matplotlib._cm
import time:       403 |        403 |                                 matplotlib._path
import time:       274 |        274 |                                   matplotlib.bezier
import time:       420 |        694 |                                 matplotlib.path
import time:      1146 |       2242 |                               matplotlib.transforms
import time:       998 |       3239 |                             matplotlib.ticker
import time:       572 |       3811 |                           matplotlib.scale
import time:       370 |        370 |                           matplotlib._image
import time:       663 |        663 |                           matplotlib._color_data
import time:      1496 |      18914 |                         matplotlib.colors
import time:       405 |        405 |                             pyparsing.util
import time:       352 |        352 |                               pyparsing.unicode
import time:      1603 |       1954 |                             pyparsing.exceptions
import time:       511 |        511 |                               pyparsing.results
import time:      1443 |       1953 |                             pyparsing.actions
import time:      9778 |       9778 |                             pyparsing.core
import time:      2011 |       2011 |                             pyparsing.helpers
import time:       221 |        221 |                             pyparsing.testing
import time:      3740 |       3740 |                             pyparsing.common
import time:       536 |      20596 |                           pyparsing
import time:       307 |      20903 |                         matplotlib._fontconfig_pattern
import time:       361 |        361 |                         matplotlib._enums
import time:       345 |        345 |                         cycler
import time:      1250 |      42140 |                       matplotlib.rcsetup
import time:      1413 |       1413 |                       matplotlib.ft2font
import time:       189 |        189 |                         kiwisolver.exceptions
import time:       293 |        481 |                       kiwisolver._cext
import time:      2247 |       2247 |                           matplotlib.artist
import time:      1029 |       3276 |                         matplotlib.colorizer
import time:      1042 |       1042 |                         matplotlib._cm_listed
import time:       559 |        559 |                         matplotlib._cm_multivar
import time:       759 |        759 |                         matplotlib._cm_bivar
import time:      3539 |       9173 |                       matplotlib.cm
import time:      5529 |      62483 |                     matplotlib
import time:       503 |        503 |                     dateutil.rrule
